#San Francisco State University,,,,,,,,,,
#Synthetic test database for non-constant features having a unimodal distribution,,,,,,,,,,
#Sabiha Hussain Barlaskar,,,,,,,,,,
#11/07/2018,,,,,,,,,,
,,,,,,,,,,
"#The data set in synthetic test database consists of 1000 samples (feature vectors, each with 10 features fi, and class assignment (1 is positive class, 0 is negative).",,,,,,,,,,
4,2,8.807415857,19.7104508,5.180297848,3.508975587,7.93156705,7.375829129,4.759514783,5.703600766,1
1,2,4.349345234,5.207268255,8.629981043,5.116502423,7.452752511,10.31605031,6.312836422,6.838500918,1
6,9,9.459726974,21.62986367,8.715140887,3.826052949,6.399635629,9.720941154,6.371928791,5.150700691,1
1,7,6.475845917,14.2721506,9.207768103,3.213505192,7.158897143,9.37662579,8.122523028,7.265300975,1
10,12,4.956010175,6.260918323,8.466959131,4.617679595,4.692308329,4.727547559,8.039352816,7.168300962,1
1,2,11.70631013,1.810033365,8.830115371,6.01437675,7.731197533,4.873691418,8.588763318,6.460200867,1
5,2,8.953062072,17.00645148,8.804418183,5.490182984,10.67121121,10.43272142,1.143055426,5.849100785,1
1,10,11.30429643,6.692006032,9.038250201,5.511659015,8.086316947,10.3024592,7.717524412,8.875501192,1
2,10,5.478365398,9.43840958,10.03958209,5.202231217,4.10849279,6.674193626,4.352164886,6.7027009,1
2,5,10.87278611,6.055173565,5.689646149,3.293874298,6.580045121,11.31492541,4.882563168,2.987600401,1
5,14,7.55733,11.19512003,5.36821938,3.923980747,8.52083797,12.68703054,4.763957733,3.715100499,1
5,1,6.248833759,3.99083576,8.378302856,4.362419656,7.383532439,8.516394666,5.827502137,7.275000977,1
1,12,10.22082235,5.315234221,11.09860969,6.590728999,6.332756601,3.783585592,9.733008917,4.035200542,1
6,8,10.04507898,8.880939153,5.168116332,4.31722352,4.755697957,7.328391101,2.921910845,4.549300611,1
3,6,7.708598826,5.977899394,5.577544343,3.171217446,3.589035006,8.900515136,4.678777627,3.579300481,1
4,6,4.949804697,7.053994593,13.03963689,2.49976903,5.942432181,7.347793271,7.731754759,8.584501152,1
6,14,6.683711762,15.6312616,9.723680931,5.800316157,6.217259415,6.184951079,6.254227315,6.838500918,1
1,14,5.173508052,16.1452449,8.124584814,4.704059438,5.872415909,10.84639666,3.30598587,3.666600492,1
5,12,8.329335011,12.05876543,5.080904224,2.769949198,4.484352823,11.62110648,10.252872,6.528100876,1
5,10,6.639437385,15.74995356,7.462534052,3.801150787,5.081723764,5.507799129,5.056820506,7.294400979,1
5,6,8.719550059,18.01821709,6.540798655,4.423069079,8.078881248,9.968748967,8.073059432,6.499000873,1
1,8,7.00271689,8.011524455,8.245580776,3.851966111,5.870170774,3.707457047,6.182291821,8.089801086,1
5,7,9.591390258,15.53730069,8.052505359,4.798004823,6.827281534,7.886357724,5.284825766,6.227400836,1
5,11,7.417117994,14.12443444,6.333632478,6.061083148,8.242998602,8.960459867,4.680825945,7.013100942,1
3,6,7.722534657,16.12254695,10.23356955,5.748889113,9.532888458,3.379957381,4.636004811,7.090700952,1
2,10,9.651519807,9.911670805,10.5524308,3.579247462,7.08235918,8.886362782,7.783713974,2.987600401,1
2,8,6.472066109,5.352176752,3.776830502,4.51776043,1.352273057,5.425449012,6.328696853,2.619000352,1
5,8,4.633431303,9.220665951,6.914728986,4.210685852,5.363777266,2.200452153,6.075808314,4.714200633,1
2,11,9.120186071,9.27775932,9.043020199,2.059419465,9.526515787,5.517518451,5.487002899,6.547500879,1
2,5,8.495022447,7.423035796,7.478911479,2.579647718,5.873104881,11.99109145,1.780641663,3.637500488,1
4,8,7.268792943,17.30872835,8.406642292,4.533265845,6.870523342,7.114359571,8.024660883,6.130400823,1
3,7,7.040155822,18.48167205,0.957023763,5.613102177,5.807567295,4.614079038,5.886173807,2.939100395,1
6,14,7.173797322,13.686496,5.358386121,4.293680476,5.48164115,12.02142923,7.000468041,7.478701004,1
6,4,6.843735374,6.111358832,7.037941107,5.187684057,6.81033264,7.586755796,6.606564731,7.983101072,1
2,11,11.56944225,14.48791444,7.466844192,3.829769857,5.167637222,9.622968469,6.587069249,6.663900895,1
1,6,3.257858203,6.500781806,7.98892525,3.326484624,3.5831615,9.796192126,4.775733348,8.468101137,1
4,4,8.025172397,6.220650037,9.143660084,3.418041412,5.355922438,4.728460451,3.626645776,7.216800969,1
2,14,6.784724459,3.844499611,8.517155667,5.662850273,7.325407647,9.976691137,4.050959574,5.790900777,1
1,2,6.926908795,12.35095818,6.349618069,3.966023988,3.991398919,1.595899989,6.629317916,6.159500827,1
3,12,8.155640507,10.21491599,7.663594073,3.728744133,3.689834728,4.144017672,3.631168038,7.304100981,1
4,9,8.847162708,-2.3314116,8.754097497,4.064464636,7.133001191,12.26673852,6.452223573,7.643601026,1
3,6,8.143164789,1.644583077,7.484992059,4.133459685,8.471444508,5.289795708,3.261402672,9.971601339,1
5,2,4.342757066,11.85974855,6.674976309,5.470897169,2.052714511,5.155722112,5.578272788,7.178000964,1
4,8,7.43012948,17.32835272,9.28278753,5.650892611,8.723913277,2.804671908,5.794598493,9.845501322,1
2,8,3.600649034,8.488450454,4.56151408,4.386451068,5.186839558,9.099414707,5.783887925,5.490200737,1
6,1,5.962928437,14.50395332,10.56206318,5.328207746,4.647334146,6.926972172,7.40838051,6.867600922,1
3,11,6.793114218,11.24875003,8.355207687,3.287373143,6.290736416,4.555685391,2.121280312,6.819100915,1
2,13,4.601756284,13.42993196,6.994259189,3.357315231,6.56083448,12.39634138,5.701744335,2.395900322,1
9,15,10.57338652,18.60727432,8.312229982,6.523714101,9.914653207,11.34352136,4.661169377,6.25650084,1
6,2,10.35046032,10.51520929,7.386055319,2.659610279,9.179815803,8.196496912,3.56666866,9.641801294,1
1,10,7.612272618,-0.208671627,4.085863711,4.641656359,7.3465903,7.93006524,4.069952582,7.100400953,1
3,6,9.566527134,12.21049375,5.082200394,4.977677743,3.881979114,10.22077906,8.839519299,8.283801112,1
5,4,3.936109866,10.0623534,8.669282797,3.521340905,9.520121215,8.205237785,6.468223415,5.878200789,1
5,4,10.76584465,12.15625779,9.68730152,5.25375461,5.82393418,11.79956618,8.890853378,6.634800891,1
1,11,7.647109252,9.756655793,4.298792871,3.584750561,3.823722179,6.477484871,4.043141184,5.451400732,1
4,7,9.140851371,8.284811678,11.90080522,5.725092251,9.119625101,10.56909455,4.5263838,7.614501022,1
5,4,4.247914521,6.427518848,8.218831258,5.35123542,2.372780481,7.518288412,7.127937701,5.790900777,1
6,12,7.665660923,10.68154695,5.049897205,3.663059127,6.868156378,7.193892069,6.367728703,3.938200529,1
2,8,6.705460372,18.67579296,9.345423075,4.321242422,8.580978576,9.722843498,4.95144047,7.711501035,1
2,14,8.334245228,12.26272017,8.397571833,4.421124306,4.74327155,7.830073252,5.724112783,6.03340081,1
6,12,6.424518255,12.31273849,7.219262099,4.876773321,4.70216437,7.050083454,6.126880318,4.568700613,1
4,9,10.68323054,12.29977653,8.257603373,5.760749166,7.423338964,7.12724108,4.549478372,6.363200854,1
6,14,7.777695114,11.46475914,7.55843076,4.193087682,5.820947966,9.498706838,12.97333184,5.868500788,1
1,3,7.696152545,13.9936062,7.27938898,4.129871341,7.770007737,4.046158791,1.197986131,6.343800852,1
7,7,7.204235956,10.14271425,11.69879019,3.733984892,7.062161529,7.007295908,5.159125601,6.440800865,1
2,3,7.949205337,6.29508229,7.964761367,3.825581011,7.212606941,6.3987283,7.055038147,5.703600766,1
5,5,7.952561241,13.95620246,6.629716639,4.172607803,4.082829442,1.561787372,3.664874654,6.634800891,1
4,3,9.534598949,5.717886313,2.535202884,6.033578222,11.91941616,12.9902264,5.344360508,4.17100056,1
4,11,4.871700457,8.747353302,5.563799729,2.921027208,3.407171553,5.693564808,5.35844898,6.140100824,1
1,5,4.57249516,5.459171774,9.632675154,3.834636755,5.828112078,0.847340997,5.593267683,5.393200724,1
6,14,6.889122498,11.28842094,7.541488924,4.718862788,5.836361592,11.05757648,6.681676154,6.227400836,1
6,12,8.350224039,13.69747723,10.32298987,4.194381084,7.634364002,3.300355786,4.074998993,4.180700561,1
2,10,9.083006191,5.908044091,7.898878449,5.302378927,5.277096278,9.774390768,5.659512417,9.31200125,1
4,3,7.930553578,9.946500738,10.12093116,4.927250805,8.318098209,12.70974717,6.524159067,6.392300858,1
4,3,8.567268575,9.059322597,11.88740723,4.849928757,2.638890984,4.253128493,5.123449978,5.752100772,1
3,11,6.927644739,15.60620316,7.719032904,3.812365324,7.328170568,12.6205813,9.787958834,6.227400836,1
5,8,6.245683919,18.84587802,6.798436487,5.231419835,5.109082987,10.19083455,5.829995293,5.626000755,1
4,10,7.37055336,11.30526006,4.139641599,3.816392748,4.983491127,6.777681824,8.233891859,8.283801112,1
4,14,9.761093003,16.61937852,7.831008315,4.398368139,6.229039381,9.83988787,8.300059745,5.412600727,1
2,20,5.694308962,13.84476148,11.71128582,3.644961373,3.225777059,9.21406928,6.942945656,4.859700652,1
3,5,9.272761932,7.262133872,6.763151367,4.05556762,5.567473567,9.309203569,5.432795855,5.878200789,1
2,6,10.23246204,13.8370743,5.562573583,2.537554721,7.77293756,5.636103289,6.571956619,2.9779004,1
6,12,5.494632699,10.53363223,7.865598415,4.167300713,4.245870911,10.01440276,4.159897813,4.122500553,1
3,12,7.519543704,13.56771879,6.113819709,5.06218547,5.255320561,12.39219251,6.846730344,6.208000833,1
1,8,12.81260435,15.10509918,5.076266568,5.136318455,2.540247524,14.24823781,4.812796192,8.429301132,1
5,4,8.76131634,7.208591011,9.397732463,4.012078868,5.193651987,10.80342152,4.241478828,6.828800917,1
6,8,7.905001611,4.940872494,7.278944262,5.93950395,7.814390866,5.616009986,5.497898694,2.60930035,1
5,2,8.044860364,0.988867917,6.828819996,5.414764328,5.016417511,8.005991263,2.410527246,6.55720088,1
5,2,4.61894793,11.97884267,4.943300648,3.899989135,7.043164605,7.712806736,6.523517182,3.928500527,1
3,3,6.049746251,13.23133389,9.725943509,2.96712915,3.998711785,4.932745188,0.612217233,5.218600701,1
1,13,7.333873923,10.58954677,7.304392149,3.532228175,7.163851349,10.75616678,3.626164978,4.190400563,1
4,3,6.116469856,11.10448771,6.347323209,4.863005775,7.886423957,7.871047558,6.164866333,7.187700965,1
4,13,7.832926222,12.18833839,7.550198584,5.497343711,3.281193047,8.110057174,5.925869218,3.705400497,1
1,2,8.436564962,12.46877398,5.376385749,4.499518005,6.50484934,15.3715449,4.055099562,6.625100889,1
4,13,8.051366107,6.351188275,8.809591941,5.315103726,9.304492383,7.616178303,8.437134039,9.001601208,1
6,1,6.401009267,18.34733906,5.786259965,6.153583023,3.099152378,8.025195605,6.220100001,4.859700652,1
4,14,7.443199841,13.05505737,7.484364331,5.712243778,5.635295065,7.788705674,3.632014362,3.171900426,1
5,12,8.969641414,13.0194515,9.991463155,5.914696557,5.106767124,7.907075447,4.014942565,4.529900608,1
2,10,10.39294488,6.927988279,6.755650711,4.799515086,5.897286339,3.198262471,2.40242757,6.023700809,1
2,1,7.799743989,17.88120431,6.822264905,4.346996533,5.814398345,10.32874461,6.486735625,4.161300559,1
2,13,7.811607403,6.028423446,9.35170875,4.769876962,6.119444901,9.541803632,4.956869156,4.044900543,1
5,12,5.338736259,11.17889996,7.013708444,6.371497464,3.684097652,12.50005172,5.994405134,7.857001055,1
4,1,4.917599798,3.056654327,7.886682036,5.770942746,4.855495803,8.111471678,5.391189073,8.846401188,1
5,11,8.131901905,19.52248541,9.563169168,5.548392003,2.569302886,8.044065154,5.574274675,4.083700548,1
6,4,6.13366739,12.55305388,9.464329515,3.675342943,6.663729314,6.618038271,4.294863689,3.899400524,1
6,3,5.357570532,11.10671582,6.361718639,6.074048969,4.20476775,10.20146599,3.479579647,8.526301145,1
6,6,5.524335389,10.59779468,13.08080742,5.5248518,4.426462643,11.3847025,7.838644679,3.482300468,1
1,14,7.154756985,16.24368202,8.599593802,5.743206112,5.354529894,8.213148561,4.153264669,4.937300663,1
5,11,7.117500568,5.330894301,7.98184325,4.475649275,7.138018824,10.95269148,4.717645927,10.17530137,1
2,8,11.60091121,8.96916124,10.47914953,3.02351376,7.679722556,11.53591874,5.150725425,4.015800539,1
1,7,13.84525709,12.02254501,6.589840798,3.141405424,5.612239323,4.88736809,7.661610435,5.344700718,1
5,3,10.68245339,5.950988094,5.54048308,4.870294598,4.26726601,12.37411851,5.917365592,6.935500931,1
3,2,10.7608049,14.89224177,5.639344334,4.114321236,11.69353861,9.496579581,2.007076939,6.877300923,1
2,5,8.96534939,10.49901279,6.949912802,4.800676614,8.296438291,10.25296694,5.209413844,6.091600818,1
5,5,9.245025684,10.52517339,8.946524829,5.344611704,5.357439825,3.84441105,11.64270697,8.089801086,1
3,9,8.536924142,17.78304242,6.151193592,3.91585371,7.356325517,7.467661882,1.11457552,4.733600635,1
4,1,6.489304856,9.467078532,8.828118477,3.77770014,6.440077748,9.45809518,6.713029026,9.661201297,1
5,5,8.411743051,14.41625173,4.834809501,5.840706514,3.243384454,12.30198971,6.815274021,8.429301132,1
3,7,11.36240655,11.40674981,4.819128824,3.659390394,8.704850651,9.354205477,3.587291752,7.022800943,1
5,9,9.90313015,1.085106464,9.044465852,5.452899396,6.173390052,11.79916545,5.87206366,3.986700535,1
1,13,3.710063266,14.42412461,6.828512837,4.035988187,3.908247378,9.996983808,3.699506906,3.909100525,1
2,14,6.988039228,9.380714544,4.748430702,2.4571973,6.739952627,7.250691465,3.014125581,4.820900647,1
5,13,8.796323713,11.19824147,9.326760708,4.095208528,6.318807516,8.085893487,4.896370354,4.762700639,1
3,3,8.108286942,8.243554335,7.830135262,3.483720737,5.798293738,11.68154375,3.983546342,7.129500957,1
2,14,8.046049649,15.63956092,7.443648962,5.502057884,5.248301715,13.1147675,4.46883974,8.012201076,1
6,8,8.466838745,12.65572245,8.386050325,5.207840301,6.818913946,9.055660484,5.43625307,5.567800747,1
6,1,8.130518331,15.29815816,7.351534242,4.6951182,6.011165678,6.921187039,6.038584383,5.315600714,1
4,10,8.459143717,16.70670225,6.85132245,5.461196378,8.376795435,7.410327939,5.375191695,5.897600792,1
1,7,8.919644338,7.379632978,5.938866826,3.791947677,5.281145786,6.353948921,3.796724702,7.294400979,1
1,11,8.242670273,10.30284118,7.2193212,4.402505179,4.838502102,12.19468821,6.15654547,6.838500918,1
4,3,5.765677845,10.11988318,8.717696971,4.578826354,3.854186429,5.166595321,7.515147767,5.723000768,1
5,7,6.489669884,14.45776881,7.847897997,3.535728223,5.738407635,2.844925996,4.546122144,5.73270077,1
6,8,7.17000574,14.69231563,11.56443202,5.540593814,8.58778471,10.35274386,8.62912229,6.673600896,1
1,2,5.098371137,8.416652023,4.396908954,4.165722215,2.807593247,8.238867641,4.442913089,5.626000755,1
5,12,11.15112593,10.38361821,9.915811784,4.10892743,4.788988821,8.193576876,6.145551151,7.00340094,1
2,5,5.046278094,9.945439527,9.818099946,2.925403219,4.972533547,9.696703676,3.945238152,5.635700757,1
3,9,6.544889217,-0.108445217,8.02191997,3.359770161,5.953945584,3.820868244,6.874748663,5.994600805,1
1,11,10.18199985,18.30310648,9.723097651,3.199480666,4.288133008,6.366872827,8.642811739,2.9779004,1
2,12,7.13861921,15.47360207,7.297677896,6.207123525,5.96478107,12.400161,4.757221138,10.18500137,1
6,7,11.1892066,16.70984369,4.269185329,5.141575321,6.619107287,10.31041314,5.663714969,5.81030078,1
4,4,11.50826472,16.4109416,7.170477448,4.563442562,7.242425016,7.108192169,2.548546388,9.787301314,1
1,4,7.121044873,12.93750066,7.60100522,3.483353993,8.616891913,14.12766507,7.838221517,5.548400745,1
5,10,8.316582578,10.12447868,6.004536698,4.031641872,4.244344953,9.324147162,3.505568861,6.576600883,1
6,12,9.554239816,13.99365574,5.52857098,4.857654141,4.91488602,9.18287239,4.05935975,8.215901103,1
2,9,8.870548057,18.58059657,5.624044813,4.257213461,7.28793587,11.28364611,4.151233099,7.915201063,1
2,5,9.330707201,1.454260771,10.68631992,2.635827943,6.977524816,6.803448765,8.057102941,2.2310003,1
6,9,7.061445203,0.806978991,7.039062217,4.099528311,6.088450009,11.39498345,5.146986924,4.132200555,1
4,8,4.356851861,0.335104685,8.910822054,4.53179017,5.544186492,6.192798681,7.564068002,7.798801047,1
6,4,7.315286927,9.900614805,9.706955871,4.671143017,4.769949101,11.06958042,6.81658193,5.626000755,1
1,1,7.984118509,15.55737173,12.04116997,2.736309861,7.227266898,6.360311383,5.010653038,6.78030091,1
3,12,5.776834752,4.0315038,8.509890659,5.955893852,8.609754518,8.699572332,3.056655534,4.510500606,1
4,1,6.338895613,10.71195042,7.645541806,4.86782687,7.162596505,6.519340674,4.852595054,3.540500475,1
2,5,6.863176065,11.07658401,7.881427332,4.949604528,6.503066129,10.64206953,2.936602778,5.58720075,1
6,8,5.843405281,13.11853982,8.652816475,5.636707775,5.959329974,11.28372814,5.376920302,5.742400771,1
2,1,6.159072169,2.944621649,6.740789203,4.405666275,4.733333463,1.943923089,1.617234305,6.140100824,1
5,3,8.701027826,8.158816567,6.096041076,5.730694541,7.392078248,7.48555929,8.106544861,6.014000807,1
1,2,2.773925132,8.741018995,8.935644944,6.246117015,2.222200649,8.320243618,6.056935506,4.161300559,1
3,7,11.30696938,16.69922723,9.623839857,5.83444228,8.713950747,14.69014282,6.055586709,8.283801112,1
6,11,10.80486144,17.5595564,7.379719978,6.645737592,2.095083837,10.67871599,7.813600313,5.073100681,1
6,13,6.00557785,4.991997268,5.281960028,6.686240407,7.79566881,9.051511614,8.164951994,7.89580106,1
4,11,11.63065511,7.354280252,5.957785198,2.985992783,6.646784439,9.5788359,8.161415467,6.130400823,1
1,10,11.1255563,10.26177433,7.683643992,2.745422946,6.641844833,15.46453039,6.833745343,8.031601078,1
6,2,3.694113893,7.265448643,7.511297101,3.10555455,7.167147188,9.033368902,3.037099953,2.813000378,1
3,9,5.849281056,12.48720571,5.039293441,2.044462278,8.674843035,6.022098633,1.211151431,5.655100759,1
6,5,5.43865976,9.155666609,6.370270625,3.760514195,2.064285046,8.981493147,6.486956812,3.977000534,1
3,9,4.766631238,11.11020035,8.767797907,5.119133302,5.460088727,5.834219469,4.76833812,6.062500814,1
5,12,10.11640077,8.768807703,10.27426705,3.088505076,6.492470015,7.853222787,7.536492056,7.643601026,1
2,10,6.294485822,13.75396893,9.422029689,4.682750832,5.692267955,10.69024817,2.460130254,9.777601313,1
4,12,7.680267935,12.90846861,7.072428658,4.059709873,6.147582708,9.21550379,7.646093855,5.422300728,1
1,11,10.53884426,9.874339212,9.943656593,3.440204661,8.089991128,10.13175446,6.563854478,7.158600961,1
3,7,5.909310518,21.36459625,6.363326185,2.678126584,8.304321315,4.879091512,6.645156671,4.956700665,1
3,10,5.014143845,6.226291978,8.733175526,4.27611373,4.188551629,12.56720979,3.648252139,7.633901025,1
6,11,8.778731713,20.6471232,9.453997655,4.624305683,7.168862687,9.481924459,4.846644683,5.499900738,1
1,12,10.66446103,10.71279307,8.087293121,3.756750225,8.265216087,14.76769449,3.5658248,9.059801216,1
3,13,6.623523337,8.098566045,5.790357302,4.618291314,8.598696745,9.536797966,3.821247382,3.996400537,1
6,10,11.51739631,12.81121745,3.765718458,5.015211196,4.960326148,5.735829581,4.450368417,8.409901129,1
3,8,7.666002401,1.113295871,9.226725947,2.942786432,6.921595063,8.70798549,5.968721346,2.269800305,1
6,9,10.59836151,6.029712755,8.840454938,5.934475161,8.934496014,15.24074576,7.554160406,5.344700718,1
1,7,5.520685108,14.61379717,10.11378459,4.979836214,6.749893729,14.25995682,8.597305368,6.625100889,1
2,13,8.715387561,22.98823276,9.715468628,5.382072031,4.394213912,7.796607061,7.15072931,7.362300988,1
2,14,8.031077609,7.245030942,9.058640288,5.192744914,2.952749913,11.17107325,6.547433938,6.275900843,1
3,7,7.807050439,20.26977765,8.391807848,1.555955912,7.603562935,5.642824474,4.13607958,5.548400745,1
7,7,6.913691245,11.84352419,10.09499583,4.857142872,5.01574843,0.932018896,3.169349023,9.137401227,0
9,4,10.04652143,13.91225012,6.847822045,5.182737708,3.906151262,8.376032786,6.906043899,4.335900582,0
8,17,9.489935994,12.74436619,9.379743758,3.092088676,5.279722031,8.921700308,3.452126364,4.413500593,0
9,12,10.1708135,13.90900249,8.03130851,3.492314969,3.727348031,6.450400762,4.778286604,7.197400966,0
7,3,5.3186185,6.905509837,7.944456686,2.485565392,0.868859008,4.222045022,4.739516828,4.374700587,0
5,18,7.925661024,16.2284641,10.01541672,4.975892811,7.810585281,9.246794477,6.550369468,4.258300572,0
8,19,7.171283338,13.40944305,4.865943643,2.695794571,9.84001854,6.671168789,5.167287841,2.638400354,0
7,13,3.792647932,11.87427861,6.105407013,2.522883097,5.068268821,10.82750826,1.709792891,2.269800305,0
10,11,6.654262236,12.25961539,4.942193191,5.054678996,6.440181222,7.690479835,3.343269901,3.443500462,0
7,9,3.618976978,6.958518894,4.79272718,3.224707401,4.765799931,6.460147939,3.597362898,4.200100564,0
8,14,9.145861677,11.46224555,10.68829373,4.132894559,7.343040223,8.945859686,2.762864662,7.701801034,0
9,11,9.591078218,7.723071465,3.998619565,4.954722404,7.773963082,6.425231156,5.012280659,7.566001016,0
10,13,6.851283213,6.757269403,6.044378771,2.87489557,7.079687881,6.487867085,2.466001313,5.742400771,0
1,19,7.955599217,8.876146764,12.52095542,4.045490919,6.599441282,11.99206597,2.783247355,3.569600479,0
3,18,4.34238615,4.508532645,9.135986856,3.051376586,4.925538526,5.175434301,5.268205714,2.512300337,0
9,13,5.002969275,0.912137808,6.337519744,4.926795765,8.209710753,9.152865091,6.513628798,3.171900426,0
8,17,5.854874229,17.92351355,6.567742346,5.289658549,6.702599664,8.883972983,1.3088116,8.671801164,0
10,6,7.559802771,1.586134939,6.359992891,3.34155916,1.694078241,4.445919141,4.562722983,7.75030104,0
10,5,7.210830012,6.829559015,5.720373315,2.775080809,4.417488661,5.19636201,2.098387715,6.188600831,0
9,9,5.528968891,7.600722581,5.124671063,6.309514518,10.39338316,8.123218151,9.172503109,5.849100785,0
10,13,7.70527236,10.22331104,7.055244227,4.379078693,8.555649768,7.49686186,6.092611128,4.850000651,0
8,1,6.260932674,8.888569897,8.084457427,2.030550998,2.995234298,6.138418094,3.69128703,2.619000352,0
9,19,8.622116992,14.47440842,8.903470881,4.775147885,4.032247577,4.654054888,9.330503457,3.996400537,0
5,16,7.783323612,2.293357242,7.368294313,2.970573291,5.870556416,12.30878623,2.605530338,4.287400576,0
8,2,4.98327542,19.04664513,7.280152781,4.700492736,5.504895004,9.684231906,4.816053896,5.28650071,0
8,19,8.18384776,15.67912753,8.850874449,5.580630372,6.924755212,8.113616173,4.97320792,7.566001016,0
8,4,8.024842694,10.72179094,6.189292046,5.170904979,3.397246795,4.937414907,7.146791297,4.646300624,0
4,18,6.13277837,9.041927052,8.065495366,3.144657187,5.99776157,11.22757986,5.500187412,7.556301014,0
7,13,5.476092804,1.606936466,8.990748796,6.536344601,4.214989808,8.986605154,0.532545124,3.492000469,0
8,16,6.509817081,16.52583307,9.960826613,3.64782601,5.409373713,5.535784356,3.250773879,2.9779004,0
8,5,10.25080765,4.279720654,6.991664118,2.007544966,6.347330965,9.331113652,5.540426184,7.013100942,0
9,13,8.651690156,11.20175816,9.585519408,4.43366115,9.640367196,8.340021749,2.540227988,4.723900634,0
9,5,10.27313913,4.868671691,7.669836301,4.331489859,5.849277855,5.516126338,6.397634254,7.721201037,0
8,12,7.637636184,13.23522822,9.626474157,4.453437383,11.15082496,13.23022978,2.084097269,6.101300819,0
7,13,6.081468371,3.064405302,8.628836086,3.481691621,2.597711806,4.732830695,3.319490093,8.26440111,0
7,5,7.193685466,10.18087728,10.59044036,3.814449556,7.983946726,8.274961087,5.165919832,5.06340068,0
7,1,5.125624607,5.996142817,7.132722651,3.439950052,5.679471777,9.763249479,2.90601199,5.373800721,0
7,9,8.303217839,9.910122705,7.322200333,5.364520923,6.791595244,8.684939987,7.459051028,5.771500775,0
10,12,4.549480726,10.43015294,10.35053695,3.881026634,2.252730601,9.224806294,5.189978463,5.150700691,0
4,19,8.477842576,17.53429532,9.530838916,2.970860906,3.830399184,7.707208814,3.181511839,3.715100499,0
2,15,9.762335276,14.69352682,12.3672719,5.589380813,9.357801939,8.110711834,5.766924023,5.917000794,0
10,16,8.464819315,2.809247236,6.699028209,5.372374081,8.404352768,7.060761605,3.941578962,7.827901051,0
6,20,6.544406438,3.274279614,8.378420058,4.824615629,5.232009576,10.18487321,8.076456547,5.81030078,0
10,12,6.1714478,7.777900288,4.785449763,3.345413798,6.460509008,10.98531972,2.87980159,7.507801008,0
1,20,8.770966034,12.2066168,5.530454889,3.979246468,3.437868406,6.71425658,3.426098726,2.968200398,0
8,18,6.180773679,6.763625387,8.318510438,3.949546903,5.786200127,6.842860214,1.721729594,6.460200867,0
10,11,9.508322813,9.154077559,8.098584442,3.741240388,5.671637845,14.55557154,-0.656420621,5.053700678,0
1,15,7.685708031,6.395687505,3.434923507,4.031674408,3.765971443,8.010037717,6.185830811,5.14100069,0
8,10,6.3109533,7.120219891,8.989610058,4.078829843,5.756571592,11.07746765,4.757223602,5.470800734,0
9,8,7.647456618,14.42251556,10.468915,4.120299905,3.896595536,8.229074527,3.919773088,4.578400615,0
8,17,9.333368373,4.549265712,7.366666409,6.094936183,6.425513699,13.25299312,4.941008725,8.26440111,0
4,17,6.225271783,0.055424821,7.358415363,3.893007987,4.408486217,7.696951022,5.455448053,4.995500671,0
7,16,9.652491253,8.608255054,8.737913,3.683884109,7.637577262,12.72354157,0.592620765,4.84030065,0
2,19,5.493031285,3.998919354,7.615374073,3.559200512,9.298101357,4.009320812,2.816129323,4.015800539,0
10,19,4.215061991,4.492210675,8.276338736,4.54394305,5.699550615,9.818294114,5.164674486,3.530800474,0
9,3,5.540873518,7.699959206,10.14610738,2.782630714,-0.844283395,3.939737244,4.544814234,8.536001146,0
10,1,6.427726969,11.30576171,6.785023606,4.281839372,4.722439309,0.652940017,3.08069249,7.614501022,0
3,20,6.919755421,15.69599545,8.274611501,4.12711679,6.286385854,6.169856364,4.458350358,3.472600466,0
8,19,5.278530171,13.8318831,8.691863467,5.318263562,6.600794045,11.46400423,8.010130038,4.529900608,0
7,4,6.39028215,19.47940212,8.546141944,3.893316453,3.972442517,10.03970464,2.42588274,7.042200945,0
4,16,7.243223313,8.075199504,6.787471681,2.045798173,6.0630993,6.330623565,5.296926019,5.14100069,0
7,17,10.550743,1.817095537,7.449192196,4.705115772,6.727178084,5.195226589,6.95693314,7.769701043,0
8,14,4.572136019,0.616460008,4.585637733,4.144593189,7.239966429,8.458747091,0.742581536,2.83240038,0
1,20,10.06761064,12.36649018,8.67765675,4.144325635,6.967870906,8.662051069,7.145363188,6.693000899,0
4,19,5.769322238,5.561502494,6.516981159,3.219634859,7.684296145,10.34833514,7.295424947,3.744200503,0
9,10,8.097206572,9.847670264,9.349598871,5.064516727,2.311119207,11.03174906,3.88586696,2.415300324,0
3,20,4.613760998,16.50882848,4.499967121,4.750019549,7.353646652,9.310860608,5.690105668,4.811200646,0
7,14,8.41289701,14.74539633,9.870707058,4.581958867,5.162066307,6.192694266,6.241908339,3.395000456,0
8,16,6.846355334,6.870314919,7.358606806,3.952893904,4.396061081,5.400833188,4.333433953,3.889700522,0
9,11,9.328534695,8.883295126,7.111831474,6.245548258,4.244938016,6.3660188,5.75560753,7.207100968,0
2,15,7.397017898,20.10522499,9.760278604,3.46575597,4.150472454,5.736523868,4.555447955,6.101300819,0
4,18,4.284747034,10.37837675,8.050357737,5.649863601,2.40797062,6.323328975,4.507852378,7.633901025,0
6,18,7.13652913,9.01803718,7.45169018,4.663532462,7.338995,6.938016894,6.270265581,8.468101137,0
9,2,3.751452743,6.846917686,7.312154272,3.554511144,9.380305138,7.021693182,4.872249159,9.01130121,0
